timestamp_utc,lat,lon,region,significant_wave_height_m,peak_period_s,mean_wave_direction_deg
2024-12-31T11:49:21.817915+00:00,9.00484,62.50073,Arabian Sea,1.6031,8.7357,224.49
2025-02-25T20:14:58.653741+00:00,18.26603,86.65739,Bay of Bengal,1.6952,8.7645,168.42
2023-11-13T19:46:26.980527+00:00,0.14765,74.1505,Indian Ocean,1.9503,8.1835,263.21
2023-08-01T22:36:28.377721+00:00,20.16326,81.33454,Bay of Bengal,1.8062,8.8437,283.78
2025-01-11T03:59:51.562709+00:00,10.85435,65.51085,Arabian Sea,2.021,8.8916,248.68
2024-02-18T21:00:38.236973+00:00,2.4578,90.13518,Andaman Sea,1.9131,9.5863,173.0
2025-09-10T19:38:19.982707+00:00,10.70907,68.05235,Arabian Sea,1.956,7.3962,279.69
2024-09-19T18:02:00.242264+00:00,13.94363,64.76473,Arabian Sea,2.4615,9.0187,272.47
2024-04-07T14:15:39.887291+00:00,10.25709,78.43852,Bay of Bengal,2.037,7.0573,145.18
2024-12-21T06:12:18.264623+00:00,0.75064,90.01296,Andaman Sea,1.0678,6.8698,193.08
2025-05-24T15:07:53.381180+00:00,3.48694,93.43118,Andaman Sea,2.427,9.7211,202.64
2025-08-02T11:02:50.669451+00:00,5.94156,89.80616,Bay of Bengal,1.7208,8.695,243.31
2024-02-28T09:53:06.793597+00:00,19.68503,78.46795,Bay of Bengal,2.3396,10.6432,155.83
2023-01-16T14:11:13.566883+00:00,-0.5408,81.91433,Indian Ocean,1.7573,8.7268,197.83
2023-11-16T02:55:55.400008+00:00,21.47421,89.31014,Bay of Bengal,2.1543,8.427,219.92
2025-05-03T01:03:33.285055+00:00,19.89725,99.02508,Bay of Bengal,2.1382,8.4537,193.88
2023-04-22T20:37:55.366306+00:00,-1.52305,87.09531,Indian Ocean,2.0983,7.8923,169.12
2024-12-16T02:37:41.178753+00:00,-1.46334,72.11151,Indian Ocean,1.532,8.1096,241.86
2023-12-22T20:03:48.621373+00:00,15.17601,75.27566,Arabian Sea,1.8554,7.6712,271.18
2024-08-14T17:48:28.212581+00:00,5.96226,65.62227,Arabian Sea,1.7792,8.2236,236.75
2025-10-21T00:14:59.043978+00:00,8.17358,84.12151,Bay of Bengal,1.467,8.572,229.21
2025-02-17T20:41:51.632145+00:00,-0.7467,90.16549,Andaman Sea,2.106,8.327,180.71
2024-02-04T07:49:36.491073+00:00,16.52782,67.2043,Arabian Sea,2.2014,7.8134,203.71
2025-11-21T20:12:57.244777+00:00,16.02716,95.42039,Bay of Bengal,2.0722,8.9803,194.89
2025-07-29T10:50:28.073692+00:00,-1.43019,85.62467,Indian Ocean,1.6504,6.8089,263.77
2025-05-15T16:05:15.218288+00:00,5.50476,93.82671,Bay of Bengal,1.8455,9.1098,211.39
2024-06-29T09:16:20.247696+00:00,20.97352,82.24154,Bay of Bengal,1.3926,7.2389,210.85
2024-12-21T21:30:52.834319+00:00,0.81255,72.32439,Indian Ocean,1.5661,8.7415,237.65
2023-03-18T16:08:55.534328+00:00,22.51118,76.65563,Arabian Sea,2.1115,8.586,167.14
2024-03-13T22:44:25.197845+00:00,11.36964,70.61965,Arabian Sea,2.4903,9.4561,202.92
2023-08-16T15:10:28.840690+00:00,18.51991,80.14363,Bay of Bengal,2.5013,10.2432,225.88
2025-02-16T11:39:05.730269+00:00,8.97911,61.05094,Arabian Sea,1.6453,8.1242,218.77
2024-11-13T15:49:26.590175+00:00,21.31662,88.74265,Bay of Bengal,2.4345,9.1083,247.91
2025-07-28T02:02:16.463249+00:00,22.41336,63.27729,Arabian Sea,1.5895,8.4782,220.07
2023-07-25T10:53:39.777423+00:00,19.12874,97.45061,Bay of Bengal,1.7923,9.4822,274.31
2023-11-22T14:52:42.533897+00:00,4.8873,76.40829,Indian Ocean,1.7638,7.9182,235.11
2025-12-14T12:46:52.620305+00:00,7.76617,60.08806,Arabian Sea,1.6424,8.9719,273.55
2023-03-15T18:04:59.852647+00:00,6.53027,81.94353,Bay of Bengal,2.2429,8.2291,178.24
2023-11-27T21:52:01.222324+00:00,11.76571,66.20972,Arabian Sea,1.7558,10.0256,271.04
2024-12-10T01:44:32.820222+00:00,6.68275,66.30022,Arabian Sea,1.6173,7.7814,259.09
2025-03-22T03:25:40.511474+00:00,9.22035,99.20628,Bay of Bengal,2.2062,9.5494,159.38
2025-12-07T07:55:40.171776+00:00,17.26602,90.5945,Bay of Bengal,1.4149,6.8258,195.55
2025-04-25T03:09:00.219651+00:00,19.94931,75.50238,Arabian Sea,2.8414,9.3271,176.25
2023-06-30T09:33:43.055879+00:00,2.13097,73.98364,Indian Ocean,1.3889,8.0422,187.81
2023-04-07T07:51:31.651399+00:00,18.01542,75.74382,Arabian Sea,2.5692,9.0714,159.83
2023-11-13T20:53:42.920968+00:00,2.23597,61.17689,Indian Ocean,2.2167,9.4295,308.58
2023-11-11T09:45:51.559627+00:00,21.79202,78.95801,Bay of Bengal,1.5167,7.5018,264.24
2023-09-20T21:06:08.500167+00:00,14.52489,85.66499,Bay of Bengal,2.3337,9.089,266.48
2025-03-18T09:01:21.820573+00:00,-0.04099,99.84547,Andaman Sea,1.8895,8.6597,166.19
2024-06-27T01:46:49.503333+00:00,15.22084,95.15561,Bay of Bengal,1.3544,7.3692,242.6
2025-07-29T22:07:55.332646+00:00,6.05792,85.40503,Bay of Bengal,1.6993,8.7151,256.22
2025-09-27T05:25:28.234966+00:00,18.27359,84.12476,Bay of Bengal,2.3153,8.841,299.26
2023-03-07T08:10:16.141181+00:00,19.55434,84.69024,Bay of Bengal,1.9417,9.0501,171.76
2024-11-08T05:41:32.719501+00:00,1.82767,70.45237,Indian Ocean,2.1333,9.422,272.86
2024-07-05T12:45:16.164621+00:00,13.32237,75.83843,Arabian Sea,1.6413,8.3648,239.14
2024-05-19T22:17:30.570877+00:00,16.29802,69.94158,Arabian Sea,2.2793,8.0036,167.02
2024-03-31T23:34:16.592594+00:00,1.98914,97.38843,Andaman Sea,1.8614,9.7753,190.14
2024-03-17T01:32:18.110447+00:00,20.09836,74.06502,Arabian Sea,2.5399,10.0393,157.47
2024-09-03T04:05:27.809212+00:00,18.69537,83.82452,Bay of Bengal,2.6234,9.6751,326.43
2025-12-09T20:04:34.572899+00:00,17.63151,84.52392,Bay of Bengal,1.703,8.3764,236.77
2023-04-14T14:58:00.917744+00:00,1.37076,73.5014,Indian Ocean,2.0317,8.0163,183.3
2024-03-18T03:13:40.377801+00:00,4.22055,70.45352,Indian Ocean,1.8188,7.8854,133.38
2024-11-28T01:40:09.741708+00:00,15.13012,75.33454,Arabian Sea,1.7102,8.4477,276.76
2024-10-23T20:11:07.354033+00:00,3.18678,86.08315,Indian Ocean,2.2469,8.4441,245.52
2024-05-27T07:09:29.761999+00:00,0.91214,98.91131,Andaman Sea,2.0379,9.4795,246.24
2025-04-06T16:00:18.102171+00:00,9.74113,84.86247,Bay of Bengal,2.0046,7.1364,171.66
2023-01-05T11:37:29.588680+00:00,13.85962,94.75468,Bay of Bengal,1.2918,9.1561,152.95
2025-07-29T18:33:20.413828+00:00,6.90184,72.33832,Arabian Sea,2.157,8.7051,228.0
2023-10-26T15:55:16.143548+00:00,9.04518,81.19757,Bay of Bengal,1.8609,7.7726,302.53
2023-12-04T21:07:23.487658+00:00,18.66563,67.25141,Arabian Sea,2.2118,9.1604,259.63
2023-06-01T11:20:32.445741+00:00,10.87591,82.64114,Bay of Bengal,2.1185,10.2824,221.43
2024-08-04T18:56:51.858003+00:00,13.81232,71.81983,Arabian Sea,2.1467,8.796,205.37
2025-04-08T12:08:09.463842+00:00,6.7036,76.33465,Arabian Sea,2.2665,9.019,174.09
2025-01-20T04:03:51.301722+00:00,15.46233,99.48921,Bay of Bengal,2.1287,9.3253,144.49
2023-11-12T06:33:09.189711+00:00,9.67331,73.24768,Arabian Sea,2.7555,9.8885,240.97
2025-12-17T03:16:46.017254+00:00,-3.94828,93.65333,Indian Ocean,2.219,9.2684,212.73
2025-05-20T12:35:53.391319+00:00,0.40275,77.00248,Indian Ocean,2.2786,8.3089,197.02
2025-12-02T22:18:38.315179+00:00,11.29554,61.699,Arabian Sea,1.9485,8.1108,247.32
2025-03-24T06:37:43.286034+00:00,0.73011,98.56192,Andaman Sea,2.1822,8.2384,174.77
2024-05-18T00:35:57.867355+00:00,11.81518,73.74113,Arabian Sea,2.4056,10.4023,207.58
2024-09-02T11:07:01.605226+00:00,23.18874,72.33772,Arabian Sea,1.8076,8.5004,239.82
2025-02-14T02:05:00.503200+00:00,6.47145,87.99761,Bay of Bengal,1.8358,8.9479,213.11
2025-10-10T22:37:26.595566+00:00,1.12457,74.22955,Indian Ocean,1.704,8.1765,256.7
2023-07-20T00:10:55.744346+00:00,13.99275,94.84893,Bay of Bengal,1.417,7.2045,277.12
2025-11-12T21:28:32.706879+00:00,17.42932,67.65884,Arabian Sea,2.4045,10.5375,253.68
2024-09-05T20:58:59.296775+00:00,9.25886,83.73317,Bay of Bengal,2.1842,9.7878,268.96
2025-03-26T21:02:16.179379+00:00,11.58658,91.2403,Bay of Bengal,2.2909,9.4612,157.65
2024-04-06T06:19:56.108426+00:00,20.85249,87.20199,Bay of Bengal,2.3648,7.6228,139.43
2023-06-29T16:32:59.901032+00:00,17.21133,75.36039,Arabian Sea,1.3105,8.1909,211.33
2025-04-09T02:42:13.508035+00:00,14.98334,91.88725,Bay of Bengal,1.8264,8.7336,166.11
2023-03-25T03:50:05.989065+00:00,9.57892,81.63896,Bay of Bengal,1.7546,9.15,180.6
2025-10-10T20:40:24.104185+00:00,7.57703,91.82472,Bay of Bengal,1.9347,9.0136,255.91
2023-04-27T19:06:57.633331+00:00,1.84669,75.67835,Indian Ocean,2.6063,10.7769,176.45
2024-10-21T10:43:12.997309+00:00,2.27686,73.47027,Indian Ocean,2.0614,8.8127,289.77
2024-04-11T07:53:07.546049+00:00,19.43356,90.64804,Bay of Bengal,2.5445,8.3354,188.9
2025-10-21T11:02:05.897499+00:00,16.63903,66.24771,Arabian Sea,2.143,9.2874,260.54
2023-02-02T14:59:47.890071+00:00,21.22916,85.29612,Bay of Bengal,1.8639,9.2137,179.85
2025-10-26T18:16:58.022013+00:00,16.08124,90.7628,Bay of Bengal,2.544,9.5283,227.97
2024-08-19T05:30:01.114357+00:00,1.73693,66.09666,Indian Ocean,1.8245,8.0589,235.86
2025-01-21T20:24:18.417648+00:00,17.5861,69.37742,Arabian Sea,2.1878,10.1217,228.87
2024-09-23T01:54:37.768976+00:00,1.18765,70.7957,Indian Ocean,2.6263,8.0176,272.85
2024-03-12T01:28:54.970064+00:00,22.60758,72.57677,Arabian Sea,2.2794,8.6387,190.61
2023-04-28T02:27:33.387002+00:00,19.42471,69.45269,Arabian Sea,2.4889,8.7656,185.36
2024-08-12T12:32:03.204407+00:00,23.64536,73.22455,Arabian Sea,2.0564,8.5156,262.6
2023-06-10T01:16:40.386830+00:00,17.12051,93.32001,Bay of Bengal,2.0833,8.1019,252.46
2025-08-01T19:31:06.501094+00:00,15.34593,86.85088,Bay of Bengal,1.8134,7.7103,268.36
2023-02-13T02:29:19.781549+00:00,6.71803,82.01729,Bay of Bengal,1.4721,7.9147,184.29
2023-10-16T04:33:43.210024+00:00,-2.0567,65.60972,Indian Ocean,1.9601,8.6162,267.26
2025-01-25T15:45:41.542775+00:00,21.59365,82.50277,Bay of Bengal,2.1084,9.5991,210.08
2023-02-16T22:31:06.400724+00:00,14.52786,85.57315,Bay of Bengal,1.3287,8.7681,191.46
2023-02-28T09:37:58.693016+00:00,17.3887,98.17704,Bay of Bengal,2.1157,8.4697,152.4
2025-10-03T09:01:12.997792+00:00,15.40272,65.87772,Arabian Sea,2.3489,8.8544,284.34
2025-11-29T23:53:58.047854+00:00,0.0272,76.19012,Indian Ocean,1.7312,7.2783,231.64
2024-06-11T20:22:44.914759+00:00,13.25383,73.41298,Arabian Sea,1.7632,8.7366,201.64
2025-07-21T12:00:44.934114+00:00,-2.2145,96.15431,Indian Ocean,2.3945,8.7069,266.49
2025-02-20T07:34:08.683799+00:00,-2.22951,89.21585,Indian Ocean,1.8087,8.4872,145.62
2025-12-21T06:51:05.114550+00:00,-4.91832,83.04129,Indian Ocean,1.93,7.0655,180.13
2023-06-21T00:21:39.175960+00:00,18.37711,65.66466,Arabian Sea,1.7711,8.1979,169.88
2023-10-16T23:01:04.710689+00:00,13.40644,67.61508,Arabian Sea,2.108,9.8226,287.44
2023-05-28T01:10:10.162056+00:00,6.85139,61.92738,Arabian Sea,2.4915,9.9301,174.11
2024-04-03T15:31:14.932989+00:00,19.47776,93.8119,Bay of Bengal,2.6536,11.6697,166.27
2024-11-07T03:12:50.233922+00:00,6.41841,72.94594,Arabian Sea,2.7055,10.7504,308.12
2024-07-05T07:26:16.609076+00:00,0.1744,78.14951,Indian Ocean,1.5304,8.8236,246.37
2024-04-09T07:23:33.155673+00:00,-0.6898,95.12682,Andaman Sea,2.0804,8.9387,179.96
2025-11-11T23:37:09.691394+00:00,19.3124,60.23844,Arabian Sea,2.184,9.2772,275.22
2023-08-15T13:24:08.115854+00:00,21.14226,87.87086,Bay of Bengal,1.8463,9.7564,246.96
2023-04-04T19:39:39.725998+00:00,3.8644,98.80739,Andaman Sea,2.1035,8.7167,158.34
2024-11-12T21:38:11.714259+00:00,5.45648,99.75615,Bay of Bengal,1.6245,8.9191,200.43
2024-05-13T15:54:38.411764+00:00,4.86455,63.43668,Indian Ocean,1.4019,8.5316,157.34
2025-09-26T22:42:44.696377+00:00,16.7212,71.46568,Arabian Sea,2.709,10.1184,217.25
2024-06-13T11:06:08.049290+00:00,10.10675,95.46455,Bay of Bengal,1.4086,8.9486,268.71
2024-05-22T08:25:22.208296+00:00,15.75835,93.07006,Bay of Bengal,2.2063,8.859,226.79
2025-03-05T13:41:46.142610+00:00,13.766,83.46781,Bay of Bengal,1.924,9.268,136.11
2023-04-15T03:43:54.142546+00:00,15.60245,97.5319,Bay of Bengal,1.4299,8.6579,175.07
2025-02-10T05:50:57.510587+00:00,22.76886,63.74612,Arabian Sea,2.2455,7.9009,210.65
2024-12-30T22:32:49.442989+00:00,23.05927,99.05602,Indian Ocean,0.9278,8.3511,162.29
2024-05-14T17:28:46.455323+00:00,0.57805,90.58937,Andaman Sea,1.9764,8.7208,212.08
2023-11-28T15:55:35.615621+00:00,14.17387,69.25184,Arabian Sea,1.9178,8.3118,260.49
2024-12-11T13:58:48.974189+00:00,15.13182,69.32059,Arabian Sea,1.6764,8.0249,250.86
2023-02-19T23:19:56.687402+00:00,3.93019,80.38255,Indian Ocean,2.0336,8.1309,144.62
2023-09-11T12:18:49.722146+00:00,-2.12846,78.28143,Indian Ocean,1.9454,8.288,263.83
2025-10-14T21:08:31.307104+00:00,23.68102,69.0938,Arabian Sea,2.7917,9.74,266.75
2025-09-23T03:56:54.901500+00:00,8.52955,90.07797,Bay of Bengal,1.6976,7.7876,264.28
2023-02-17T10:27:28.797227+00:00,20.36475,75.57809,Arabian Sea,2.1081,7.5486,200.02
2023-09-01T09:32:50.666849+00:00,20.32001,62.82858,Arabian Sea,2.3729,9.9323,252.91
2025-01-04T11:33:29.034474+00:00,15.83762,99.16151,Bay of Bengal,1.221,6.7539,166.2
2023-11-30T02:28:55.388740+00:00,20.25055,60.85064,Arabian Sea,1.6878,8.3394,276.61
2024-11-11T10:13:09.175649+00:00,1.24127,68.55665,Indian Ocean,1.746,9.0572,243.44
2023-10-07T14:24:43.670354+00:00,21.71133,60.1061,Arabian Sea,2.3632,8.2449,246.88
2024-11-12T06:42:37.187297+00:00,1.15043,61.48515,Indian Ocean,2.3645,9.1396,265.68
2023-01-03T18:03:20.434412+00:00,20.57482,65.88053,Arabian Sea,1.8427,8.8167,258.56
2024-08-12T07:23:15.358028+00:00,22.88527,64.52133,Arabian Sea,1.7542,8.2843,251.75
2023-10-21T17:21:24.861336+00:00,14.91801,99.18759,Bay of Bengal,2.1157,8.1871,217.91
2024-10-26T11:30:37.780461+00:00,-2.01714,80.54993,Indian Ocean,2.2032,8.8515,253.61
2024-11-28T08:54:43.569260+00:00,15.13158,73.07334,Arabian Sea,1.5978,7.5543,289.36
2023-04-21T13:48:32.005519+00:00,5.3958,84.76097,Bay of Bengal,1.8622,7.9147,191.67
2023-06-23T20:56:10.457680+00:00,0.06764,96.36573,Andaman Sea,2.2506,9.6165,269.62
2025-12-09T04:19:39.931436+00:00,-1.13977,69.06906,Indian Ocean,1.0548,7.5944,266.34
2024-06-15T01:46:38.467250+00:00,1.31023,60.72293,Indian Ocean,1.8217,8.8965,158.02
2025-01-07T07:45:08.673765+00:00,5.51119,85.69288,Bay of Bengal,1.7393,8.1301,210.33
2024-12-10T05:12:58.050829+00:00,23.20881,72.97156,Arabian Sea,2.2337,8.9531,278.68
2024-05-31T19:57:03.231356+00:00,0.98207,63.95772,Indian Ocean,2.0577,9.8571,155.29
2024-10-05T12:36:26.265144+00:00,20.43647,69.77735,Arabian Sea,2.1288,8.7772,270.7
2025-12-21T18:12:27.637139+00:00,10.37826,68.44862,Arabian Sea,1.7521,8.4793,276.95
2024-12-23T00:54:57.321610+00:00,-0.47679,92.04379,Andaman Sea,1.0867,7.2195,208.12
2025-12-17T11:11:41.136463+00:00,22.38912,65.02772,Arabian Sea,2.039,8.6758,293.53
2023-06-01T23:30:38.974832+00:00,18.92679,67.85561,Arabian Sea,2.4145,9.2563,211.38
2025-01-17T15:20:52.051440+00:00,5.32894,79.67569,Bay of Bengal,2.0745,9.7792,169.73
2025-09-12T12:46:20.916409+00:00,21.2411,99.34726,Bay of Bengal,2.4866,9.1845,270.49
2023-06-17T22:32:34.833347+00:00,2.74552,69.02794,Indian Ocean,2.3564,10.0292,195.45
2025-04-16T02:29:44.785752+00:00,14.79152,88.23302,Bay of Bengal,1.9178,7.8245,185.04
2025-04-02T22:34:11.207801+00:00,-3.19358,90.75447,Indian Ocean,2.2865,10.0008,158.12
2025-09-17T23:09:39.843050+00:00,-4.90093,84.90154,Indian Ocean,2.1189,8.1507,258.45
2024-06-13T22:53:37.964986+00:00,14.17256,68.79632,Arabian Sea,1.515,9.3029,203.67
2025-02-15T16:46:40.511115+00:00,17.82047,61.36506,Arabian Sea,2.4803,8.5803,228.86
2024-06-10T14:45:38.657781+00:00,-4.69208,92.56028,Indian Ocean,1.5978,8.0417,224.73
2025-03-26T06:12:47.334437+00:00,12.44749,80.83796,Bay of Bengal,1.8457,8.9111,148.67
2025-07-22T18:38:24.099095+00:00,22.52265,95.73643,Indian Ocean,1.6709,8.4148,251.6
2024-02-07T09:28:33.188237+00:00,8.76414,86.12405,Bay of Bengal,1.9221,9.1393,162.23
2024-06-10T11:07:37.150757+00:00,16.13711,87.37089,Bay of Bengal,1.7188,9.2889,232.81
2024-03-22T01:03:02.344748+00:00,17.89526,78.53409,Bay of Bengal,2.0174,8.2067,162.44
2025-02-25T10:58:28.493929+00:00,1.15993,90.02307,Andaman Sea,1.9237,8.178,146.51
2024-04-22T04:16:13.346626+00:00,0.53924,72.13444,Indian Ocean,1.6793,8.5357,140.45
2023-01-25T08:21:29.582255+00:00,5.55199,77.55075,Arabian Sea,2.1365,9.307,212.99
2025-08-16T00:26:10.269357+00:00,16.85706,79.21288,Bay of Bengal,1.7013,8.3852,248.75
2024-07-10T02:47:11.730549+00:00,0.34671,81.89221,Indian Ocean,1.5301,7.8289,239.73
2023-10-13T22:42:12.493493+00:00,-1.58989,82.54762,Indian Ocean,2.1314,7.9304,287.57
2023-09-07T15:21:48.165893+00:00,22.99146,61.3349,Arabian Sea,2.2386,7.6655,233.87
2024-04-28T02:44:31.401816+00:00,5.55962,70.37977,Arabian Sea,2.4084,10.8745,181.24
2023-05-14T18:33:50.776046+00:00,16.41034,99.15758,Bay of Bengal,2.3687,9.7761,236.87
2024-08-28T19:13:59.265368+00:00,0.86313,83.25117,Indian Ocean,2.1711,8.5473,264.25
2023-10-28T08:01:29.213319+00:00,8.20187,92.85944,Bay of Bengal,1.7397,8.5729,252.22
2023-04-29T08:12:47.682977+00:00,-0.88436,88.30568,Indian Ocean,1.8389,9.0643,173.99
2024-09-10T08:34:07.735827+00:00,16.74651,77.62348,Arabian Sea,1.8369,8.5451,293.06
2025-03-07T19:25:38.727623+00:00,9.42559,63.86613,Arabian Sea,2.3936,8.7603,156.79
2025-04-26T10:31:12.217452+00:00,-0.32203,69.93581,Indian Ocean,2.359,9.5118,168.64
2024-12-05T20:15:13.495023+00:00,15.2835,74.00587,Arabian Sea,2.596,9.6396,269.66
2025-01-13T12:35:38.841165+00:00,0.29933,86.44667,Indian Ocean,1.4395,7.3788,195.39
2023-10-29T04:08:29.953189+00:00,10.51994,70.97173,Arabian Sea,2.3177,10.2369,259.73
2025-07-28T17:42:04.339483+00:00,15.09019,66.6196,Arabian Sea,1.848,8.9457,226.04
2023-02-04T14:57:39.355834+00:00,23.28825,61.1259,Arabian Sea,1.6962,9.0316,220.5
2024-09-14T12:12:54.500091+00:00,4.53755,77.96176,Indian Ocean,2.5153,9.7152,275.29
2025-01-28T21:07:53.009742+00:00,-0.25834,63.64562,Indian Ocean,1.1502,7.9259,227.77
2023-09-17T03:01:31.574141+00:00,20.65956,98.13474,Bay of Bengal,2.5067,9.3889,257.64
2024-10-14T01:58:05.974937+00:00,21.99132,73.6115,Arabian Sea,2.2553,9.0876,314.39
2023-05-13T15:11:35.366057+00:00,4.40267,92.94647,Andaman Sea,1.433,7.9583,183.07
2025-10-18T05:57:56.775621+00:00,12.12591,89.93187,Bay of Bengal,2.5859,8.8869,304.79
2023-11-01T05:16:11.124244+00:00,8.14308,69.58463,Arabian Sea,2.1837,10.0479,292.43
2025-10-30T00:24:32.260208+00:00,18.85451,77.70524,Arabian Sea,2.3629,8.1435,270.46
2023-02-16T11:54:32.956193+00:00,-3.33263,85.31672,Indian Ocean,2.0737,8.7693,154.33
2024-02-11T07:22:08.248449+00:00,-4.28459,67.95138,Indian Ocean,1.8248,9.3029,187.86
2024-10-03T02:14:37.861487+00:00,15.57935,88.16774,Bay of Bengal,2.4747,9.1962,282.26
2024-05-12T08:46:34.428982+00:00,6.86785,78.50158,Bay of Bengal,1.8419,7.4171,184.2
2024-05-03T15:28:10.432596+00:00,18.28314,86.46714,Bay of Bengal,2.1537,9.0351,183.37
2023-10-23T11:45:20.192339+00:00,18.82155,66.51403,Arabian Sea,2.4188,11.0722,278.36
2024-03-27T22:55:29.033757+00:00,-4.09242,85.60776,Indian Ocean,2.4715,8.9044,160.29
2023-06-20T06:21:18.814461+00:00,4.36157,92.87705,Andaman Sea,1.4568,10.0761,256.87
2023-04-08T20:59:02.521658+00:00,20.82152,65.91297,Arabian Sea,2.5269,10.6275,172.4
2025-06-25T10:03:58.452695+00:00,3.94122,98.78247,Andaman Sea,1.1916,6.1871,245.15
2025-07-27T16:38:42.909537+00:00,-3.70418,72.30139,Indian Ocean,1.9259,9.2681,223.99
2025-02-14T13:36:46.000507+00:00,16.62244,96.25929,Bay of Bengal,1.9346,8.6376,169.17
2024-01-08T05:48:42.160318+00:00,12.97689,90.71841,Bay of Bengal,1.6934,9.0677,191.77
2024-04-03T17:05:11.388665+00:00,13.18389,88.9732,Bay of Bengal,1.6453,8.6246,160.46
2025-08-30T07:58:22.026236+00:00,16.81844,81.42308,Bay of Bengal,1.8677,8.8617,276.53
2023-08-09T00:07:25.320440+00:00,-0.12734,93.04749,Andaman Sea,1.9115,8.9338,262.04
2023-03-06T01:53:18.338511+00:00,2.50496,99.18552,Andaman Sea,2.3588,8.8863,186.18
2023-01-25T19:27:08.738157+00:00,1.74799,80.76324,Indian Ocean,1.4312,8.5646,190.31
2024-08-20T11:58:32.761063+00:00,20.73529,60.27581,Arabian Sea,2.3842,9.3634,227.93
2024-06-23T22:02:07.036834+00:00,0.44449,80.44267,Indian Ocean,1.078,7.7236,258.41
2023-12-20T06:28:43.215452+00:00,0.13943,63.1138,Indian Ocean,1.4474,7.1079,254.04
2023-10-21T15:10:50.255574+00:00,7.60785,95.16682,Bay of Bengal,2.1112,8.9626,238.25
2023-06-25T03:52:35.204224+00:00,5.62162,71.34776,Arabian Sea,1.6355,9.6706,189.34
2025-07-03T09:30:27.066436+00:00,6.42916,73.28406,Arabian Sea,1.5738,8.4939,206.13
2023-02-25T09:20:01.330493+00:00,0.35019,67.45265,Indian Ocean,1.7985,7.4953,167.57
2024-11-11T02:33:24.455869+00:00,3.11261,90.72774,Andaman Sea,2.2546,9.5152,223.28
2023-11-19T15:15:45.101186+00:00,21.50439,72.62016,Arabian Sea,1.7948,7.5637,251.64
2024-09-10T19:32:17.023225+00:00,16.63184,83.72571,Bay of Bengal,2.1875,8.917,278.25
2024-06-13T13:16:36.797462+00:00,4.76494,99.381,Andaman Sea,1.4166,7.3641,253.58
2023-12-18T00:27:26.448416+00:00,-2.98056,84.8866,Indian Ocean,1.9847,9.8512,192.41
2025-07-12T09:59:14.684942+00:00,7.95605,78.25394,Bay of Bengal,1.2684,8.0043,222.67
2025-07-21T00:45:25.629899+00:00,2.53238,94.2103,Andaman Sea,1.2343,7.1817,267.89
2024-07-06T09:50:39.666642+00:00,0.70716,79.71422,Indian Ocean,1.0394,7.5841,228.78
2025-08-28T03:59:33.080141+00:00,11.51724,61.33664,Arabian Sea,2.0606,7.8006,264.36
2024-03-29T03:47:18.791774+00:00,-0.2817,65.18481,Indian Ocean,1.5993,9.2461,152.08
2024-01-24T08:01:13.572009+00:00,17.54286,77.6698,Arabian Sea,2.2007,7.0492,203.4
2023-01-23T20:08:13.428408+00:00,10.72305,87.81704,Bay of Bengal,1.579,8.7884,183.64
2025-07-29T01:02:31.432384+00:00,-1.10781,85.93926,Indian Ocean,2.1203,9.521,264.23
2025-07-15T09:25:00.372496+00:00,4.55798,87.99467,Indian Ocean,1.2712,8.1819,258.91
2025-06-24T00:14:53.160593+00:00,16.6568,94.35498,Bay of Bengal,1.4316,8.7578,243.21
2023-04-18T03:22:01.393304+00:00,21.12198,98.87259,Bay of Bengal,2.5446,9.2542,193.37
2023-06-20T17:17:34.482753+00:00,6.54971,84.33622,Bay of Bengal,1.4713,7.534,241.51
2023-01-17T07:59:48.219497+00:00,-2.56219,63.33316,Indian Ocean,1.9179,8.1313,250.79
2025-01-15T14:22:02.984702+00:00,23.12275,76.54476,Arabian Sea,1.8702,9.1542,213.94
2024-08-09T09:53:07.383679+00:00,17.90307,80.27113,Bay of Bengal,1.2332,8.2267,257.08
2024-03-25T18:32:12.960957+00:00,19.87979,82.7832,Bay of Bengal,2.1028,8.0471,185.87
2024-04-14T03:07:52.290429+00:00,4.6413,80.00374,Indian Ocean,1.6765,8.0891,171.45
2025-01-25T13:16:37.296624+00:00,1.56607,68.14896,Indian Ocean,1.43,9.6343,198.21
2024-12-09T00:34:33.789971+00:00,18.84941,85.29976,Bay of Bengal,1.6511,8.8784,228.3
2023-04-16T05:30:07.285460+00:00,-3.23275,95.52791,Indian Ocean,2.2963,8.7337,208.85
2023-07-08T02:59:25.776424+00:00,20.2199,99.99678,Bay of Bengal,1.4074,7.9565,271.12
2023-09-23T22:08:08.977386+00:00,16.28399,81.99961,Bay of Bengal,2.4611,7.7513,287.44
2023-03-29T23:44:03.027594+00:00,0.73468,92.14009,Andaman Sea,2.1707,8.5361,168.06
2023-06-24T22:03:42.544057+00:00,20.60577,78.3766,Bay of Bengal,1.4216,8.2299,230.27
2025-03-15T02:21:36.749146+00:00,19.20835,81.2295,Bay of Bengal,2.6324,9.3091,153.58
2025-03-01T16:45:31.239276+00:00,8.9644,60.02201,Arabian Sea,1.9743,8.3807,225.88
2023-10-01T23:23:35.754079+00:00,1.97808,60.79631,Indian Ocean,2.3435,10.1243,287.52
