region,month,depth_m,temp_mean_c,temp_std_c,salinity_mean_psu,salinity_std_psu,current_speed_mean_ms,current_speed_std_ms,sample_count
Bay of Bengal,9,75.0,24.82541,0.35633,34.45547,0.05456,0.29378,0.05058,107
Bay of Bengal,9,100.0,23.98115,0.35009,34.56862,0.05254,0.26721,0.05168,128
Bay of Bengal,9,150.0,22.39529,0.35523,34.75562,0.05538,0.2429,0.05289,125
Bay of Bengal,9,200.0,21.01349,0.34253,34.87458,0.05684,0.22444,0.04944,105
Bay of Bengal,9,300.0,18.73226,0.37472,35.01275,0.06506,0.1746,0.03949,112
Bay of Bengal,9,500.0,15.44073,0.35964,35.18098,0.06149,0.13203,0.03884,96
Bay of Bengal,9,750.0,13.02108,0.36481,35.32771,0.069,0.08524,0.03904,71
Bay of Bengal,9,1000.0,11.63139,0.31888,35.49862,0.07109,0.05765,0.02718,71
Bay of Bengal,9,1500.0,10.52444,0.33538,35.78804,0.06706,0.04938,0.02583,66
Bay of Bengal,9,2000.0,10.08843,0.34714,36.09729,0.0801,0.04582,0.02257,74
Bay of Bengal,10,0.0,27.54312,0.37244,33.84452,0.06789,0.1467,0.06185,145
Bay of Bengal,10,10.0,27.13281,0.3421,33.95167,0.06254,0.15352,0.07079,108
Bay of Bengal,10,25.0,26.60171,0.34285,34.07773,0.05568,0.14187,0.07257,121
Bay of Bengal,10,50.0,25.62311,0.34865,34.26096,0.05327,0.13484,0.06119,124
Bay of Bengal,10,75.0,24.69194,0.36428,34.40819,0.06012,0.13135,0.06199,107
Bay of Bengal,10,100.0,23.88299,0.34619,34.55122,0.06097,0.1204,0.05631,118
Bay of Bengal,10,150.0,22.28978,0.35276,34.7238,0.05552,0.10792,0.05515,115
Bay of Bengal,10,200.0,20.94603,0.347,34.86232,0.06055,0.10341,0.04891,98
Bay of Bengal,10,300.0,18.58534,0.3798,35.03059,0.05791,0.08915,0.04164,107
Bay of Bengal,10,500.0,15.38757,0.37121,35.21467,0.06282,0.06611,0.03217,78
Bay of Bengal,10,750.0,12.9332,0.35294,35.36299,0.07099,0.05333,0.02687,69
Bay of Bengal,10,1000.0,11.66247,0.39891,35.51743,0.07066,0.04541,0.02126,64
Bay of Bengal,10,1500.0,10.43165,0.36285,35.81515,0.06921,0.04402,0.02383,62
Bay of Bengal,10,2000.0,9.98528,0.42599,36.11465,0.08883,0.04125,0.02052,63
Bay of Bengal,11,0.0,27.7368,0.36637,33.69687,0.08071,0.11091,0.062,174
Bay of Bengal,11,10.0,27.32341,0.38182,33.81243,0.08212,0.10421,0.05722,128
Bay of Bengal,11,25.0,26.70465,0.3734,33.94098,0.07407,0.10121,0.05514,94
Bay of Bengal,11,50.0,25.77159,0.35653,34.14725,0.0746,0.09718,0.05028,121
Bay of Bengal,11,75.0,24.8689,0.32491,34.32245,0.06403,0.09241,0.05045,119
Bay of Bengal,11,100.0,24.01438,0.37158,34.44228,0.06604,0.09488,0.051,118
Bay of Bengal,11,150.0,22.47773,0.35075,34.66387,0.05274,0.08774,0.04785,129
Bay of Bengal,11,200.0,21.10175,0.34825,34.82396,0.06589,0.07054,0.04266,111
Bay of Bengal,11,300.0,18.81779,0.34462,35.00473,0.05597,0.0739,0.03988,98
Bay of Bengal,11,500.0,15.45594,0.39744,35.20714,0.05443,0.05384,0.02895,84
Bay of Bengal,11,750.0,13.16217,0.2922,35.38212,0.05497,0.04371,0.02199,60
Bay of Bengal,11,1000.0,11.7637,0.40489,35.54012,0.06701,0.04734,0.02658,86
Bay of Bengal,11,1500.0,10.62662,0.3856,35.84767,0.06219,0.04155,0.02294,86
Bay of Bengal,11,2000.0,10.19377,0.37546,36.14636,0.0672,0.04385,0.02103,56
Bay of Bengal,12,0.0,28.10428,0.37632,33.51418,0.07664,0.29273,0.06186,147
Bay of Bengal,12,10.0,27.70805,0.37524,33.62331,0.07127,0.29134,0.05913,118
Bay of Bengal,12,25.0,27.08656,0.3687,33.78843,0.06981,0.27872,0.06673,112
Bay of Bengal,12,50.0,26.14407,0.36275,34.00531,0.06773,0.26641,0.06148,154
Bay of Bengal,12,75.0,25.22716,0.37458,34.19917,0.0651,0.24734,0.05992,143
Bay of Bengal,12,100.0,24.36019,0.38255,34.35087,0.0595,0.22874,0.05605,124
Bay of Bengal,12,150.0,22.81714,0.38462,34.58239,0.07127,0.21354,0.0506,109
Bay of Bengal,12,200.0,21.38031,0.38476,34.75945,0.05275,0.19057,0.05033,123
Bay of Bengal,12,300.0,19.15608,0.39884,34.97718,0.05404,0.1563,0.05022,106
Bay of Bengal,12,500.0,15.817,0.37631,35.20287,0.06576,0.10466,0.0394,88
Bay of Bengal,12,750.0,13.49109,0.3561,35.37991,0.06004,0.08077,0.03442,77
Bay of Bengal,12,1000.0,12.07166,0.40241,35.54577,0.07656,0.06265,0.02855,92
Bay of Bengal,12,1500.0,10.82659,0.36848,35.86667,0.07609,0.05052,0.01984,74
Bay of Bengal,12,2000.0,10.47235,0.38715,36.13977,0.08125,0.04443,0.02322,73
Indian Ocean,1,0.0,27.62997,0.63584,34.79672,0.05735,0.33804,0.04345,28
Indian Ocean,1,10.0,27.00362,0.67619,34.82766,0.05398,0.33731,0.04236,16
Indian Ocean,1,25.0,26.55121,0.59367,34.80833,0.07945,0.31924,0.03873,23
Indian Ocean,1,50.0,25.2409,0.44259,34.83108,0.09433,0.29616,0.03256,21
Indian Ocean,1,75.0,24.72839,0.5072,34.84735,0.04731,0.2894,0.03888,15
Indian Ocean,1,100.0,24.00766,0.53089,34.88682,0.07914,0.28698,0.02604,18
Indian Ocean,1,150.0,22.33569,0.69748,34.86552,0.06074,0.2416,0.03965,24
Indian Ocean,1,200.0,21.04047,0.54066,34.91781,0.06519,0.22857,0.03747,17
Indian Ocean,1,300.0,18.74867,0.55815,34.95842,0.08872,0.18653,0.04245,15
Indian Ocean,1,500.0,15.00868,0.48559,35.11088,0.05798,0.12608,0.02405,11
Indian Ocean,1,750.0,12.77312,0.50289,35.29775,0.08528,0.09072,0.04373,11
Indian Ocean,1,1500.0,10.34432,0.57617,35.74288,0.0688,0.04259,0.02383,11
Indian Ocean,1,2000.0,10.33153,0.7136,35.99043,0.1138,0.05037,0.02909,9
Indian Ocean,2,0.0,28.13337,0.53598,34.76526,0.06433,0.35123,0.03949,16
Indian Ocean,2,10.0,27.49653,0.66876,34.79083,0.06278,0.35031,0.0367,11
Indian Ocean,2,25.0,26.92656,0.45492,34.79037,0.05468,0.33847,0.03499,15
Indian Ocean,2,50.0,25.95781,0.57238,34.80568,0.07815,0.32319,0.05106,28
Indian Ocean,2,75.0,25.31234,0.50076,34.82582,0.09141,0.30386,0.0471,22
Indian Ocean,2,150.0,22.90377,0.60785,34.84059,0.07157,0.27112,0.0381,17
Indian Ocean,2,200.0,21.35465,0.6767,34.9053,0.06071,0.24653,0.04087,15
Indian Ocean,2,300.0,18.86547,0.55316,34.92853,0.05897,0.20598,0.04377,11
Indian Ocean,2,500.0,15.85371,0.60143,35.10345,0.06673,0.14524,0.02247,8
Indian Ocean,2,1000.0,11.97627,0.5438,35.40128,0.04749,0.05546,0.03048,13
Indian Ocean,3,0.0,28.22186,0.57633,34.73825,0.06879,0.35819,0.05144,23
Indian Ocean,3,10.0,27.79806,0.42168,34.76605,0.04493,0.33985,0.04171,17
Indian Ocean,3,25.0,27.39467,0.50418,34.77382,0.0552,0.35515,0.03509,20
Indian Ocean,3,50.0,26.29702,0.52235,34.78329,0.07879,0.31132,0.04617,18
Indian Ocean,3,75.0,25.37726,0.62768,34.75427,0.07926,0.30998,0.05349,11
Indian Ocean,3,100.0,24.60115,0.50146,34.78298,0.07323,0.29084,0.03932,22
Indian Ocean,3,150.0,23.07283,0.52727,34.83048,0.07219,0.26244,0.03604,11
Indian Ocean,3,200.0,21.66463,0.57316,34.87185,0.06935,0.23422,0.04949,15
Indian Ocean,3,300.0,19.14658,0.516,34.91891,0.0725,0.19277,0.03835,15
Indian Ocean,3,500.0,16.04358,0.55125,35.05692,0.06639,0.12318,0.03294,16
Indian Ocean,3,750.0,13.54135,0.41872,35.18723,0.06622,0.08957,0.03363,9
Indian Ocean,3,1000.0,12.18008,0.4062,35.37665,0.05324,0.06134,0.02965,9
Indian Ocean,3,1500.0,10.90853,0.60495,35.64632,0.08893,0.04278,0.02459,12
Indian Ocean,4,0.0,28.07029,0.6079,34.7164,0.06382,0.32882,0.05794,27
Indian Ocean,4,10.0,28.08192,0.48351,34.7439,0.07925,0.34506,0.03677,21
Indian Ocean,4,25.0,27.26436,0.70571,34.74531,0.05865,0.31865,0.04257,15
Indian Ocean,4,50.0,26.35581,0.65424,34.74639,0.05473,0.27995,0.03733,24
Indian Ocean,4,75.0,25.50982,0.58882,34.73232,0.08282,0.28218,0.04218,12
Indian Ocean,4,100.0,24.51374,0.46125,34.74653,0.04866,0.24757,0.04249,10
Indian Ocean,4,150.0,22.99214,0.62418,34.78818,0.0778,0.23917,0.04904,17
Indian Ocean,4,200.0,21.69223,0.43466,34.82495,0.06002,0.21723,0.03976,23
Indian Ocean,4,300.0,19.37303,0.61359,34.91515,0.05609,0.20001,0.03802,16
Indian Ocean,4,500.0,16.31504,0.52591,35.03586,0.04746,0.12848,0.03143,10
Indian Ocean,4,750.0,13.67425,0.67292,35.21683,0.0623,0.0985,0.02037,13
Indian Ocean,4,1000.0,12.38692,0.52963,35.33898,0.08004,0.06791,0.02329,12
Indian Ocean,4,1500.0,10.98657,0.56137,35.63406,0.073,0.0394,0.02397,10
Indian Ocean,4,2000.0,10.42969,0.69702,35.95392,0.077,0.02653,0.02266,8
Indian Ocean,5,0.0,28.08207,0.61164,34.68312,0.06588,0.27079,0.03969,22
Indian Ocean,5,10.0,27.66199,0.52305,34.70004,0.06626,0.26502,0.05221,17
Indian Ocean,5,25.0,27.06,0.54399,34.71503,0.05285,0.2616,0.06038,23
Indian Ocean,5,50.0,26.3376,0.55603,34.73537,0.06282,0.2515,0.05379,24
Indian Ocean,5,75.0,25.59953,0.62734,34.75139,0.06682,0.25761,0.04646,14
Indian Ocean,5,100.0,24.56113,0.54085,34.75788,0.05329,0.2198,0.03417,17
Indian Ocean,5,150.0,23.01546,0.55293,34.78779,0.06359,0.20541,0.04339,18
Indian Ocean,5,200.0,21.3377,0.403,34.84268,0.06534,0.17976,0.02128,11
Indian Ocean,5,300.0,19.1502,0.64966,34.88355,0.05901,0.16111,0.03471,17
Indian Ocean,5,500.0,15.97852,0.54556,34.99524,0.0859,0.11229,0.03182,12
Indian Ocean,5,750.0,13.57375,0.5348,35.19103,0.08941,0.07606,0.0351,14
Indian Ocean,5,1500.0,10.91921,0.66212,35.65232,0.05168,0.05102,0.02407,11
Indian Ocean,5,2000.0,10.55526,0.68027,35.94373,0.1111,0.03752,0.02074,10
Indian Ocean,6,0.0,28.0049,0.57279,34.68048,0.07912,0.2141,0.04325,18
Indian Ocean,6,10.0,27.46349,0.62583,34.70183,0.04761,0.20708,0.03239,11
Indian Ocean,6,25.0,27.00358,0.67212,34.69423,0.06323,0.19966,0.03785,15
Indian Ocean,6,50.0,25.87767,0.44652,34.72123,0.05731,0.20075,0.03099,14
Indian Ocean,6,75.0,25.3654,0.41107,34.726,0.06959,0.19814,0.04447,13
Indian Ocean,6,100.0,24.07913,0.53,34.72087,0.04359,0.16129,0.03567,18
Indian Ocean,6,150.0,22.49122,0.46657,34.81179,0.05572,0.17309,0.02447,12
Indian Ocean,6,200.0,21.267,0.45238,34.77553,0.07894,0.14573,0.04128,13
Indian Ocean,6,300.0,18.7491,0.48696,34.91475,0.08827,0.14255,0.03278,9
Indian Ocean,6,500.0,15.73125,0.68866,35.03907,0.05266,0.10009,0.03183,12
Indian Ocean,6,750.0,13.27255,0.44259,35.16851,0.04977,0.05054,0.03185,10
Indian Ocean,6,1500.0,10.43221,0.50358,35.62963,0.09375,0.0378,0.01984,8
Indian Ocean,6,2000.0,10.17524,0.70405,35.92629,0.08237,0.04103,0.01881,11
Indian Ocean,7,0.0,27.68452,0.44547,34.707,0.05183,0.16176,0.03706,23
Indian Ocean,7,10.0,27.03798,0.54786,34.7085,0.08005,0.18282,0.03058,21
Indian Ocean,7,25.0,26.20381,0.61731,34.72555,0.07996,0.17801,0.03553,15
Indian Ocean,7,50.0,25.51102,0.57067,34.74084,0.06806,0.1742,0.04121,22
Indian Ocean,7,75.0,24.38446,0.59757,34.78024,0.07821,0.15353,0.03872,18
Indian Ocean,7,100.0,23.73489,0.5658,34.76967,0.06747,0.14493,0.03788,19
Indian Ocean,7,150.0,22.39158,0.43007,34.77988,0.07622,0.1309,0.04782,12
Indian Ocean,7,200.0,20.73382,0.61199,34.84247,0.06167,0.13032,0.03755,23
Indian Ocean,7,300.0,18.32942,0.58516,34.88314,0.07525,0.09965,0.0327,24
Indian Ocean,7,500.0,15.63987,0.2898,35.04689,0.05848,0.08349,0.01771,9
Indian Ocean,7,750.0,12.56234,0.5144,35.15678,0.0675,0.04734,0.02353,12
Indian Ocean,7,1000.0,11.57994,0.58295,35.31148,0.07779,0.07376,0.03464,9
Indian Ocean,7,1500.0,10.1865,0.63784,35.62809,0.10104,0.04456,0.02264,14
Indian Ocean,7,2000.0,9.80003,0.76516,35.90291,0.07109,0.03658,0.02693,8
Indian Ocean,8,0.0,27.22737,0.52789,34.72406,0.07733,0.19611,0.04705,20
Indian Ocean,8,10.0,26.78239,0.46308,34.71913,0.07153,0.19508,0.03308,15
Indian Ocean,8,25.0,26.331,0.51652,34.72792,0.06354,0.18945,0.04484,22
Indian Ocean,8,50.0,24.93779,0.49363,34.74892,0.05904,0.20669,0.04487,29
Indian Ocean,8,75.0,24.2889,0.5873,34.77718,0.06243,0.1874,0.0574,14
Indian Ocean,8,100.0,23.31071,0.69261,34.75519,0.09256,0.15359,0.03521,14
Indian Ocean,8,150.0,21.84737,0.68684,34.83669,0.04775,0.16051,0.03445,16
Indian Ocean,8,200.0,20.08234,0.47028,34.84253,0.04952,0.1452,0.04348,18
Indian Ocean,8,300.0,18.01931,0.56462,34.90729,0.0728,0.11827,0.04072,20
Indian Ocean,8,500.0,14.99755,0.57114,35.03001,0.0721,0.09357,0.03993,13
Indian Ocean,8,750.0,12.48957,0.35707,35.20221,0.062,0.06225,0.01915,11
Indian Ocean,8,1000.0,10.88602,0.66597,35.34074,0.06111,0.05769,0.03471,10
Indian Ocean,8,1500.0,9.84956,0.45468,35.63233,0.11211,0.0472,0.02653,9
Indian Ocean,9,0.0,26.98407,0.61141,34.74489,0.07494,0.25817,0.04665,20
Indian Ocean,9,10.0,26.50559,0.50035,34.75377,0.08022,0.26721,0.03065,18
Indian Ocean,9,25.0,26.06732,0.52662,34.76426,0.06444,0.24381,0.07456,15
Indian Ocean,9,50.0,24.76491,0.69201,34.76704,0.044,0.24727,0.0551,17
Indian Ocean,9,75.0,23.86977,0.51537,34.77491,0.06895,0.23357,0.03703,10
Indian Ocean,9,100.0,22.94072,0.56621,34.83204,0.0732,0.19279,0.04625,17
Indian Ocean,9,150.0,21.6024,0.58733,34.89179,0.07051,0.17989,0.03008,13
Indian Ocean,9,200.0,20.27489,0.55481,34.90764,0.06713,0.16151,0.04286,19
Indian Ocean,9,300.0,17.81604,0.63645,34.94389,0.07154,0.14312,0.03805,18
Indian Ocean,9,500.0,14.6774,0.65324,35.08844,0.07354,0.10259,0.0342,10
Indian Ocean,9,1000.0,10.61011,0.65144,35.39015,0.06179,0.05036,0.02906,15
Indian Ocean,10,0.0,26.58322,0.5188,34.75902,0.05483,0.27546,0.04699,26
Indian Ocean,10,10.0,26.11055,0.58878,34.77071,0.06252,0.28167,0.05321,20
Indian Ocean,10,25.0,25.82799,0.6788,34.79682,0.06081,0.26852,0.03389,18
Indian Ocean,10,50.0,24.78396,0.52338,34.83418,0.06587,0.2525,0.04558,25
Indian Ocean,10,75.0,24.01019,0.53591,34.84208,0.0656,0.24842,0.04163,28
Indian Ocean,10,100.0,23.27975,0.49741,34.85627,0.05936,0.2463,0.03449,16
Indian Ocean,10,150.0,21.44599,0.48847,34.87404,0.04916,0.20908,0.03379,13
Indian Ocean,10,200.0,20.48959,0.5837,34.92375,0.10711,0.19616,0.03333,15
Indian Ocean,10,300.0,17.63893,0.49001,34.99307,0.05434,0.15552,0.04571,17
Indian Ocean,10,500.0,14.64337,0.58592,35.11362,0.06295,0.10906,0.02552,15
Indian Ocean,10,750.0,11.90686,0.62648,35.24529,0.07505,0.07945,0.02306,10
Indian Ocean,10,1000.0,10.69452,0.65748,35.40355,0.09887,0.06175,0.02636,9
Indian Ocean,10,2000.0,9.31321,0.61539,35.99544,0.07761,0.03973,0.01579,12
Indian Ocean,11,0.0,27.28325,0.65364,34.80242,0.06441,0.29886,0.03618,14
Indian Ocean,11,10.0,26.46866,0.50615,34.81654,0.06874,0.30558,0.0451,25
Indian Ocean,11,25.0,25.8954,0.50998,34.84189,0.08136,0.28641,0.04007,20
Indian Ocean,11,50.0,25.09823,0.5965,34.83124,0.09117,0.28652,0.05106,19
Indian Ocean,11,75.0,24.06836,0.48388,34.8524,0.05687,0.25852,0.03649,16
Indian Ocean,11,100.0,23.2596,0.56764,34.85309,0.06122,0.22453,0.04147,19
Indian Ocean,11,150.0,21.63967,0.49601,34.86105,0.0684,0.23243,0.04113,14
Indian Ocean,11,200.0,20.22509,0.64181,34.94439,0.05789,0.20867,0.03382,13
Indian Ocean,11,300.0,18.31566,0.58125,34.99092,0.07528,0.1762,0.02584,11
Indian Ocean,11,500.0,14.64569,0.54701,35.09971,0.06351,0.12893,0.04457,14
Indian Ocean,11,750.0,12.40773,0.57861,35.23112,0.07979,0.07646,0.02898,11
Indian Ocean,11,1000.0,11.07444,0.57598,35.46269,0.06732,0.05432,0.02003,11
Indian Ocean,11,1500.0,9.51368,0.39724,35.69617,0.06463,0.05343,0.02561,9
Indian Ocean,12,0.0,27.16098,0.56955,34.80276,0.05082,0.30872,0.02393,30
Indian Ocean,12,10.0,26.69806,0.58546,34.78191,0.05514,0.32191,0.03838,16
Indian Ocean,12,25.0,26.23375,0.62095,34.77513,0.06379,0.31238,0.03876,11
Indian Ocean,12,50.0,25.17212,0.60696,34.83788,0.06347,0.28263,0.0237,22
Indian Ocean,12,75.0,24.42175,0.51713,34.85107,0.04867,0.29184,0.02889,11
Indian Ocean,12,100.0,23.55465,0.5146,34.87399,0.06919,0.25333,0.03511,18
Indian Ocean,12,150.0,21.74056,0.7006,34.88718,0.07353,0.23481,0.04845,15
Indian Ocean,12,200.0,20.62886,0.6363,34.92732,0.07438,0.21499,0.03457,22
Indian Ocean,12,300.0,18.03933,0.57188,34.97328,0.04577,0.17576,0.04768,15
Indian Ocean,12,500.0,15.12513,0.73099,35.12652,0.06598,0.11945,0.02951,11
Indian Ocean,12,750.0,13.03151,0.54396,35.30705,0.05697,0.09395,0.03485,12
Indian Ocean,12,1000.0,11.0624,0.35794,35.42425,0.0977,0.04114,0.01612,8
Indian Ocean,12,1500.0,10.05201,0.6034,35.82201,0.12352,0.04637,0.02822,10
Indian Ocean,12,2000.0,9.59655,0.71165,35.99607,0.05687,0.03983,0.01925,10
